sample_id,lambda0_HM,lambda1_HM,lambda2_HM,lambda3_HM,gamma0_MH,gamma1_MH,gamma2_MH,gamma3_MH,delta0_HM,delta1_HM,delta2_HM,delta3_HM,eta0_MH,eta1_MH,eta2_MH,eta3_MH,p0_mortality,p1_mortality
569,0.01,0.707076748,0.541959137,0.19742236,0.072,0.037261234,0.392269497,0.325127588,0.01,0.319570424,0.287253045,0.171283278,0.072,0.380339194,0.55133944,0.09980626,0.05,0.167192654
570,0.01,0.335106194,0.35288409,0.200776351,0.072,0.468676609,0.275625183,0.308654524,0.01,0.240761121,0.143628688,0.067869207,0.072,0.405619672,0.111461072,0.391962801,0.05,0.109305405
571,0.01,0.328462093,0.370650222,0.290489721,0.072,0.057152147,0.175870868,0.377001117,0.01,0.525969677,0.226117203,0.363481075,0.072,0.109878026,0.119491342,0.013090746,0.05,0.251089034
572,0.01,0.166458265,0.179751763,0.220885132,0.072,0.072367785,0.363101318,0.042681197,0.01,0.106019917,0.509357814,0.26833189,0.072,0.402114366,0.316617255,0.145420026,0.05,0.182231826
573,0.01,0.091856207,0.423764203,0.345347003,0.072,0.152152195,0.343074839,0.49491748,0.01,0.789134713,0.480132587,0.319717641,0.072,0.127917633,0.146030579,0.272330428,0.05,0.102837756
574,0.01,0.721913473,0.290953419,0.295021227,0.072,0.217847603,0.475200279,0.369647766,0.01,0.485193392,0.263972988,0.6461443,0.072,0.021790673,0.494612794,0.291241943,0.05,0.111510066
575,0.01,0.392762152,0.527258269,0.010084687,0.072,0.495041454,0.25374805,0.194804983,0.01,0.109213997,0.347177646,0.392094989,0.072,0.229271322,0.385478933,0.239069228,0.05,0.269196922
576,0.01,0.473429239,0.637907569,0.086391163,0.072,0.225661454,0.191329494,0.323465996,0.01,0.680279681,0.061887192,0.05733409,0.072,0.482980458,0.120898849,0.379851849,0.05,0.152005877
577,0.01,0.65798594,0.098820239,0.102528543,0.072,0.316272829,0.537543075,0.235718727,0.01,0.258284259,0.479284565,0.735054394,0.072,0.475375009,0.565434691,0.012818955,0.05,0.031600281
578,0.01,0.481479533,0.648255387,0.22534303,0.072,0.135871898,0.447002254,0.032024893,0.01,0.291812292,0.399589286,0.442675453,0.072,0.413853409,0.201552371,0.348004708,0.05,0.163905118
579,0.01,0.43261672,0.505981802,0.204964845,0.072,0.048080492,0.06774631,0.127562793,0.01,0.395156369,0.663949773,0.55402174,0.072,0.448175063,0.199354154,0.229843325,0.05,0.110230928
580,0.01,0.151579816,0.04836116,0.466823713,0.072,0.561875076,0.094759272,0.026516978,0.01,0.615830029,0.199542945,0.655418606,0.072,0.399836027,0.537142569,0.23227067,0.05,0.185351555
581,0.01,0.367235277,0.498165071,0.355183136,0.072,0.107143116,0.288485732,0.300235826,0.01,0.64037704,0.581061358,0.524395383,0.072,0.06440387,0.409310053,0.284173329,0.05,0.25034787
582,0.01,0.726698038,0.043573707,0.648306833,0.072,0.021412118,0.208552347,0.308026386,0.01,0.116999631,0.589587912,0.006600216,0.072,0.09576426,0.329892599,0.405772135,0.05,0.256660069
583,0.01,0.557342355,0.530705624,0.311529506,0.072,0.000729554,0.068250459,0.303626981,0.01,0.53335261,0.329784144,0.577236419,0.072,0.296417784,0.042132079,0.109065231,0.05,0.235199503
584,0.01,0.57268107,0.70686197,0.092870227,0.072,0.5624464,0.118943014,0.00669097,0.01,0.787964122,0.22204837,0.527735367,0.072,0.100355554,0.329569806,0.513491872,0.05,0.089650727
585,0.01,0.529500641,0.148443835,0.493588365,0.072,0.1911038,0.119966291,0.177887405,0.01,0.141284444,0.712513725,0.31377764,0.072,0.139318645,0.254695654,0.182064543,0.05,0.208437391
586,0.01,0.76726373,0.346046589,0.680216386,0.072,0.321410226,0.089309858,0.392273718,0.01,0.405613253,0.513979153,0.702853056,0.072,0.250166836,0.51186889,0.42638,0.05,0.136809379
587,0.01,0.476545487,0.257209095,0.777041867,0.072,0.379055461,0.024905012,0.185521242,0.01,0.492418403,0.044503289,0.018868511,0.072,0.255613768,0.188968022,0.248953609,0.05,0.073554127
588,0.01,0.13012702,0.544423252,0.406511182,0.072,0.113687592,0.181526794,0.336146892,0.01,0.057061185,0.116487877,0.057864027,0.072,0.461396245,0.427368444,0.427881745,0.05,0.200571096
589,0.01,0.528814485,0.376823613,0.507399749,0.072,0.021789363,0.352991792,0.441834537,0.01,0.395283105,0.282435529,0.21916712,0.072,0.365111564,0.393511081,0.494709597,0.05,0.095853543
590,0.01,0.608120123,0.443471101,0.697440828,0.072,0.299797278,0.294013743,0.328234182,0.01,0.591959131,0.762105478,0.05811505,0.072,0.030350854,0.532528592,0.300969355,0.05,0.172172844
591,0.01,0.381114645,0.073989388,0.606790609,0.072,0.424423598,0.177047487,0.173943891,0.01,0.661894691,0.057162234,0.696073067,0.072,0.14578384,0.336815337,0.531644694,0.05,0.1898743
592,0.01,0.327399552,0.544732025,0.271743913,0.072,0.15748278,0.566116102,0.426448851,0.01,0.509328782,0.280678818,0.038837055,0.072,0.017640306,0.314774953,0.432834586,0.05,0.150466173
593,0.01,0.664220207,0.026406961,0.28973414,0.072,0.134655982,0.254051046,0.041109791,0.01,0.753763997,0.176371767,0.728623143,0.072,0.241907312,0.559777708,0.314705162,0.05,0.260633202
594,0.01,0.004225701,0.591108657,0.713410016,0.072,0.079361282,0.054599484,0.241157241,0.01,0.737606336,0.428485383,0.416690606,0.072,0.080159635,0.000448442,0.460159572,0.05,0.024520878
595,0.01,0.500741357,0.722546999,0.164835011,0.072,0.377874971,0.044700792,0.342932922,0.01,0.12950606,0.581403313,0.237972723,0.072,0.263206093,0.340476548,0.097283297,0.05,0.207658589
596,0.01,0.239085869,0.523273769,0.12504361,0.072,0.39085083,0.072810825,0.24160249,0.01,0.195292798,0.591216447,0.207007654,0.072,0.50081543,0.50655388,0.111578667,0.05,0.171876865
597,0.01,0.069296937,0.309314309,0.563524166,0.072,0.374552404,0.35482998,0.160483211,0.01,0.29863971,0.081327454,0.568028028,0.072,0.286208837,0.402578879,0.141399922,0.05,0.090842704
598,0.01,0.264030116,0.020336504,0.26942782,0.072,0.456276998,0.509665546,0.294348003,0.01,0.359846339,0.024351449,0.694571427,0.072,0.007389801,0.536618046,0.277874829,0.05,0.095741658
599,0.01,0.730132564,0.019268885,0.459325667,0.072,0.311793674,0.124573988,0.243608061,0.01,0.515288565,0.574433646,0.000566318,0.072,0.532132748,0.093450412,0.132673687,0.05,0.073772565
600,0.01,0.029877908,0.097211178,0.779216439,0.072,0.179043107,0.065491019,0.060771036,0.01,0.568373374,0.675109245,0.202992317,0.072,0.011876603,0.12671513,0.032100912,0.05,0.028950582
601,0.01,0.340891415,0.181635513,0.407597244,0.072,0.143984452,0.534225187,0.514576174,0.01,0.447776823,0.279994954,0.301106037,0.072,0.233932097,0.413265055,0.256530949,0.05,0.239884385
602,0.01,0.745834881,0.265397461,0.44294864,0.072,0.053992113,0.113866419,0.234848555,0.01,0.162900146,0.692482788,0.125046142,0.072,0.258815347,0.344037169,0.3929787,0.05,0.107259424
603,0.01,0.686588264,0.448972129,0.347211147,0.072,0.03819268,0.263943618,0.466177958,0.01,0.485487404,0.657408338,0.39026922,0.072,0.067286248,0.007747432,0.172228703,0.05,0.195437332
604,0.01,0.624305324,0.233644739,0.391566597,0.072,0.239195538,0.233176942,0.131406069,0.01,0.107733173,0.155383961,0.043712586,0.072,0.112538261,0.00522611,0.356282772,0.05,0.088585114
605,0.01,0.768784322,0.15303647,0.273204571,0.072,0.203253778,0.00480045,0.476670117,0.01,0.025275624,0.742742069,0.704738737,0.072,0.304176448,0.308762287,0.37134586,0.05,0.108374003
606,0.01,0.511305604,0.035367027,0.042697626,0.072,0.259706878,0.312185467,0.50428042,0.01,0.082681901,0.649891862,0.165937396,0.072,0.223839512,0.179830183,0.227288195,0.05,0.042138739
607,0.01,0.397820359,0.633297646,0.348811868,0.072,0.278668511,0.482099988,0.401041009,0.01,0.387458983,0.203579562,0.69909213,0.072,0.327747588,0.125611843,0.152860019,0.05,0.224877265
608,0.01,0.034874994,0.783752828,0.102977827,0.072,0.452166922,0.22423238,0.279578792,0.01,0.695713956,0.32619984,0.424620065,0.072,0.028002208,0.001333365,0.139046328,0.05,0.190563266
609,0.01,0.095799266,0.089871947,0.32465888,0.072,0.367971438,0.404456892,0.101359983,0.01,0.062874636,0.742913657,0.205926442,0.072,0.484700811,0.490463144,0.438792832,0.05,0.04727341
610,0.01,0.649223153,0.607707942,0.471411162,0.072,0.191530756,0.149104887,0.069233072,0.01,0.402708083,0.462356092,0.283877803,0.072,0.27000395,0.206476212,0.364091441,0.05,0.252352578
611,0.01,0.129497007,0.30131296,0.111286197,0.072,0.354968062,0.413998449,0.529326432,0.01,0.220308822,0.750666853,0.049977511,0.072,0.342511874,0.032451385,0.507663739,0.05,0.148346536
612,0.01,0.528785197,0.656943401,0.118745392,0.072,0.021920007,0.499204491,0.178882073,0.01,0.101893337,0.370084377,0.4726618,0.072,0.017591303,0.156140734,0.018630329,0.05,0.117693909
613,0.01,0.707129023,0.776295405,0.503267567,0.072,0.09181021,0.514522454,0.293228764,0.01,0.121461957,0.728164069,0.59840055,0.072,0.415608595,0.40281464,0.113793018,0.05,0.059081874
614,0.01,0.543751469,0.173580973,0.34655064,0.072,0.444177037,0.44528503,0.257452687,0.01,0.625830051,0.662511219,0.517272844,0.072,0.129745884,0.155638691,0.178829776,0.05,0.03270515
615,0.01,0.2157961,0.165520187,0.359709712,0.072,0.515992527,0.05934482,0.409112181,0.01,0.542953573,0.075645817,0.7288322,0.072,0.322892211,0.206596096,0.429713915,0.05,0.072062328
616,0.01,0.547872771,0.031371854,0.66313235,0.072,0.254561041,0.361641575,0.125663082,0.01,0.534888233,0.610069818,0.373838418,0.072,0.350868893,0.259193125,0.507843898,0.05,0.139403371
617,0.01,0.66502888,0.633068126,0.324298809,0.072,0.130687991,0.230654651,0.469291469,0.01,0.179829703,0.414304713,0.636816431,0.072,0.200775206,0.364775074,0.139518734,0.05,0.030598245
618,0.01,0.627563538,0.078185212,0.214391302,0.072,0.485702152,0.196794555,0.552689759,0.01,0.773990124,0.211938056,0.032372796,0.072,0.400475945,0.256160334,0.057227615,0.05,0.198106389
619,0.01,0.024628178,0.687455385,0.109535498,0.072,0.072313147,0.099781865,0.545431292,0.01,0.547603795,0.633083513,0.314131639,0.072,0.191025629,0.133186916,0.27300808,0.05,0.154512045
620,0.01,0.499102126,0.203123618,0.749436724,0.072,0.096422827,0.548491003,0.008438278,0.01,0.380089297,0.263360592,0.354807497,0.072,0.324137481,0.247414642,0.235633011,0.05,0.205162556
621,0.01,0.541842257,0.658284313,0.197467595,0.072,0.346212194,0.332390638,0.210011077,0.01,0.383985458,0.247887893,0.112057074,0.072,0.121439088,0.059931751,0.387983519,0.05,0.18500367
622,0.01,0.750979034,0.576445947,0.041116213,0.072,0.502251259,0.489999493,0.251805942,0.01,0.46283181,0.771101883,0.420520447,0.072,0.514222799,0.047166014,0.108517461,0.05,0.123411384
623,0.01,0.461957879,0.644820003,0.780727071,0.072,0.22086765,0.026932081,0.455065414,0.01,0.477460768,0.156848859,0.390914481,0.072,0.421632219,0.437593895,0.283783258,0.05,0.085460068
624,0.01,0.76925664,0.524056463,0.32250764,0.072,0.159303111,0.415266494,0.137560197,0.01,0.135650891,0.418568772,0.22909004,0.072,0.357218122,0.066989167,0.372006547,0.05,0.079323028
625,0.01,0.000191918,0.100279486,0.737556148,0.072,0.492657435,0.13268993,0.442115242,0.01,0.480771559,0.767014722,0.295148471,0.072,0.387069628,0.03608829,0.225068493,0.05,0.269868945
626,0.01,0.425794891,0.227424808,0.095014061,0.072,0.399604097,0.366278233,0.212397189,0.01,0.751243668,0.017540222,0.239941843,0.072,0.523167468,0.182291329,0.14327961,0.05,0.149581715
627,0.01,0.650803382,0.081485941,0.744986361,0.072,0.451601397,0.102950145,0.404420522,0.01,0.304117391,0.317812796,0.618799173,0.072,0.546861771,0.071940536,0.238917975,0.05,0.13466365
628,0.01,0.297286335,0.286919408,0.041292247,0.072,0.389385936,0.247769789,0.11064288,0.01,0.644666467,0.634022991,0.384249386,0.072,0.169519976,0.362436668,0.163670413,0.05,0.06608222
629,0.01,0.577106577,0.031856939,0.074867092,0.072,0.003855683,0.08687173,0.039186325,0.01,0.786683871,0.228159876,0.11792173,0.072,0.136885875,0.531719325,0.295451007,0.05,0.102149067
630,0.01,0.689979252,0.312042314,0.26465677,0.072,0.117736473,0.214588596,0.179876714,0.01,0.535070128,0.228770337,0.4559878,0.072,0.03742675,0.108652241,0.231406194,0.05,0.262345791
631,0.01,0.298029069,0.524618556,0.201518906,0.072,0.072155071,0.033248789,0.173474867,0.01,0.124552211,0.137468254,0.600999854,0.072,0.008996024,0.316836151,0.215534064,0.05,0.141834
632,0.01,0.444635887,0.247560479,0.233136,0.072,0.41657225,0.494885329,0.109386367,0.01,0.077118821,0.709258687,0.276417416,0.072,0.313148278,0.204220506,0.071455727,0.05,0.165012861
633,0.01,0.414861273,0.160364912,0.356976545,0.072,0.452666182,0.335362027,0.055049042,0.01,0.432936983,0.555163256,0.626235691,0.072,0.357338785,0.086709837,0.403378415,0.05,0.189655717
634,0.01,0.019297238,0.325280657,0.263030695,0.072,0.380226052,0.122765141,0.335615252,0.01,0.72143271,0.630263874,0.727951612,0.072,0.555791389,0.006060632,0.353717045,0.05,0.115595031
635,0.01,0.679285047,0.198933615,0.775013296,0.072,0.348586127,0.450729244,0.048620546,0.01,0.144931729,0.599138902,0.017369352,0.072,0.463986696,0.007923043,0.373243501,0.05,0.102226298
636,0.01,0.483080934,0.549864812,0.270555423,0.072,0.061322671,0.039558853,0.334515661,0.01,0.411317729,0.586338797,0.402691053,0.072,0.239949209,0.226113517,0.015021841,0.05,0.093956016
637,0.01,0.771055924,0.690108905,0.260208673,0.072,0.33386779,0.481264551,0.250643823,0.01,0.014186712,0.058863265,0.40321025,0.072,0.550641565,0.39374302,0.040280397,0.05,0.053021045
638,0.01,0.609345283,0.66473741,0.487978723,0.072,0.36603236,0.016095672,0.470605187,0.01,0.622737414,0.204637764,0.559854609,0.072,0.122037416,0.022907531,0.114245556,0.05,0.050016085
639,0.01,0.266820917,0.330575103,0.401745724,0.072,0.270796201,0.153743176,0.01656894,0.01,0.478030282,0.312638416,0.235951004,0.072,0.492422512,0.424150199,0.487210831,0.05,0.138595183
640,0.01,0.103435689,0.550014935,0.162798286,0.072,0.250618452,0.036920448,0.468775173,0.01,0.099493106,0.713447031,0.682742176,0.072,0.26388301,0.42280114,0.351844802,0.05,0.22486118
641,0.01,0.34112603,0.620788703,0.365340885,0.072,0.534468567,0.276259353,0.262767746,0.01,0.620206771,0.649046376,0.4380464,0.072,0.102125158,0.265686675,0.549865182,0.05,0.210836134
642,0.01,0.640818457,0.025932144,0.369608975,0.072,0.367280804,0.471458564,0.027987435,0.01,0.67342672,0.43323674,0.155878037,0.072,0.180200963,0.160135985,0.301527931,0.05,0.01447199
643,0.01,0.125243565,0.642027504,0.104757153,0.072,0.132569081,0.257514504,0.293724664,0.01,0.603252279,0.353392617,0.623993051,0.072,0.351220702,0.064240652,0.088796257,0.05,0.122369443
644,0.01,0.313542621,0.587399973,0.45878234,0.072,0.22045959,0.096991841,0.128843474,0.01,0.454645805,0.334516656,0.406792732,0.072,0.096944783,0.376530751,0.484242005,0.05,0.072223062
645,0.01,0.388296238,0.77066659,0.263260975,0.072,0.337986324,0.051231158,0.344216521,0.01,0.070809101,0.757795994,0.565373495,0.072,0.44767476,0.399931277,0.334966092,0.05,0.125975579
646,0.01,0.67811497,0.755900177,0.394238577,0.072,0.529111908,0.331333093,0.305802218,0.01,0.359041359,0.165337332,0.002938532,0.072,0.137175537,0.289522761,0.215817253,0.05,0.125575864
647,0.01,0.774712093,0.276715173,0.357224522,0.072,0.075836833,0.027239992,0.440432604,0.01,0.450839708,0.600956797,0.118391611,0.072,0.324798742,0.144068925,0.129539112,0.05,0.003227284
648,0.01,0.102969172,0.244321808,0.092334221,0.072,0.559967594,0.175303344,0.074024002,0.01,0.157275027,0.46428555,0.050594384,0.072,0.489862586,0.546131818,0.140152535,0.05,0.126026675
649,0.01,0.017486216,0.506161078,0.327001586,0.072,0.153393209,0.117483479,0.371485108,0.01,0.328811455,0.141930838,0.544396174,0.072,0.320961057,0.487725727,0.066726311,0.05,0.219986649
650,0.01,0.532078262,0.09085864,0.548908377,0.072,0.25079886,0.536751358,0.080435247,0.01,0.507838379,0.301764236,0.75588359,0.072,0.187425741,0.546521597,0.512043963,0.05,0.075707306
651,0.01,0.634798004,0.786527319,0.199603772,0.072,0.248089432,0.295462658,0.167520885,0.01,0.012059223,0.173902103,0.222730139,0.072,0.25196463,0.097186208,0.496008475,0.05,0.197375117
652,0.01,0.067308377,0.513573036,0.516388616,0.072,0.543133627,0.001715855,0.140825631,0.01,0.732955269,0.736385793,0.569263271,0.072,0.434953566,0.05196232,0.291881474,0.05,0.064843238
653,0.01,0.143162254,0.640139606,0.106680128,0.072,0.26619413,0.53311244,0.105552608,0.01,0.772614805,0.785487509,0.438937552,0.072,0.096641076,0.179547576,0.241111929,0.05,0.086610783
654,0.01,0.221702108,0.76806147,0.121158214,0.072,0.416530252,0.000233044,0.338631756,0.01,0.723594973,0.227467934,0.14656552,0.072,0.370154123,0.404757599,0.390801335,0.05,0.089408726
655,0.01,0.199239898,0.755175852,0.729406612,0.072,0.259755834,0.480638116,0.256919735,0.01,0.335267324,0.123842729,0.336860785,0.072,0.305252821,0.012782458,0.252256187,0.05,0.218779741
656,0.01,0.537236385,0.501774021,0.718548788,0.072,0.010242182,0.316403029,0.447214146,0.01,0.427654952,0.255877487,0.107637946,0.072,0.504135825,0.267393039,0.498769432,0.05,0.164038594
657,0.01,0.532611772,0.635366312,0.52073288,0.072,0.22609515,0.291743762,0.456129858,0.01,0.295183734,0.306615951,0.075595192,0.072,0.519483959,0.051708627,0.368182813,0.05,0.115694454
658,0.01,0.320439318,0.536845951,0.053004049,0.072,0.337224885,0.438514054,0.470424846,0.01,0.134719008,0.70896105,0.518355413,0.072,0.500893527,0.275639447,0.30787494,0.05,0.257330718
659,0.01,0.710928539,0.35404709,0.216785979,0.072,0.223320807,0.220250139,0.162940385,0.01,0.212177887,0.68023972,0.055190917,0.072,0.384883151,0.098161789,0.195679347,0.05,0.01723205
660,0.01,0.213279173,0.607052646,0.699162106,0.072,0.125827422,0.263295173,0.267144059,0.01,0.690124492,0.602611252,0.405331003,0.072,0.38098441,0.481297671,0.005418126,0.05,0.112809209
661,0.01,0.716722102,0.584847294,0.428844686,0.072,0.300838091,0.197533415,0.295655663,0.01,0.517752728,0.3305068,0.564180986,0.072,0.489179905,0.087860994,0.256478709,0.05,0.114245626
662,0.01,0.543097195,0.197395298,0.505798223,0.072,0.498413889,0.237498749,0.517456918,0.01,0.784599354,0.083812719,0.184112019,0.072,0.539815699,0.544330126,0.055497732,0.05,0.00419958
663,0.01,0.127269018,0.786850099,0.142199697,0.072,0.285447041,0.481901269,0.011588115,0.01,0.477546296,0.218850105,0.681244584,0.072,0.161005933,0.390077249,0.382956751,0.05,0.062018194
664,0.01,0.027491368,0.323307163,0.22846259,0.072,0.459499362,0.454606859,0.259589605,0.01,0.479144658,0.477365018,0.653454937,0.072,0.241401371,0.156453714,0.150539834,0.05,0.150133838
665,0.01,0.35482708,0.347695409,0.071998498,0.072,0.408166925,0.121402439,0.111869662,0.01,0.326079073,0.17994489,0.461248031,0.072,0.210991177,0.254981858,0.305112175,0.05,0.056989946
666,0.01,0.123043782,0.695533303,0.342641725,0.072,0.23406917,0.020227701,0.28285054,0.01,0.43779408,0.441484288,0.558554624,0.072,0.100809682,0.14326274,0.460494904,0.05,0.265207773
667,0.01,0.10738687,0.393143148,0.16919924,0.072,0.03412156,0.184885896,0.081614571,0.01,0.560847128,0.421643077,0.113629232,0.072,0.005249222,0.459033204,0.100078423,0.05,0.16974066
668,0.01,0.266168311,0.462533891,0.249366365,0.072,0.04938167,0.126635605,0.106817266,0.01,0.338135288,0.520044189,0.208406799,0.072,0.006855723,0.294756423,0.34407139,0.05,0.269603738
669,0.01,0.465681934,0.372226322,0.452987284,0.072,0.527047558,0.470518787,0.183451921,0.01,0.187430947,0.207480554,0.398492621,0.072,0.422620088,0.28582851,0.038508353,0.05,0.202602596
670,0.01,0.636716402,0.228703313,0.524659334,0.072,0.2423042,0.505019794,0.480088117,0.01,0.415091279,0.546289381,0.697846264,0.072,0.281567262,0.177926421,0.428082366,0.05,0.061618551
671,0.01,0.306939607,0.683924517,0.572293649,0.072,0.229364651,0.121974877,0.202190046,0.01,0.224442278,0.139110537,0.587233002,0.072,0.143175696,0.257967123,0.219168166,0.05,0.274981666
672,0.01,0.308962873,0.063186161,0.070962345,0.072,0.335548114,0.340438497,0.237855107,0.01,0.341156517,0.04260674,0.408071743,0.072,0.286692022,0.084944013,0.058980771,0.05,0.034600297
673,0.01,0.079812315,0.481669474,0.155221295,0.072,0.142812326,0.098588978,0.544050453,0.01,0.675147796,0.182090922,0.258777372,0.072,0.119219134,0.279385545,0.011138782,0.05,0.187983042
674,0.01,0.413294938,0.709924753,0.129870221,0.072,0.456734052,0.449833856,0.072238915,0.01,0.314861787,0.134420587,0.201229195,0.072,0.149523827,0.315942272,0.233681409,0.05,0.265365185
675,0.01,0.099832412,0.769216787,0.182204526,0.072,0.438992396,0.192534918,0.081270233,0.01,0.677732456,0.24400011,0.520495769,0.072,0.321740013,0.267957584,0.28162546,0.05,0.205026616
676,0.01,0.069340602,0.527862723,0.70769156,0.072,0.032823696,0.079891097,0.40704694,0.01,0.345452502,0.31880341,0.108203641,0.072,0.287845383,0.071877737,0.270720419,0.05,0.213812284
677,0.01,0.204028843,0.379821073,0.783692616,0.072,0.39001744,0.477890646,0.235633441,0.01,0.606610129,0.032002247,0.097099834,0.072,0.115344097,0.228308693,0.480383091,0.05,0.096954494
678,0.01,0.517150743,0.560358293,0.46308406,0.072,0.202913438,0.327766298,0.194406857,0.01,0.066260253,0.784315143,0.100474138,0.072,0.041093882,0.499005466,0.171442087,0.05,0.182083153
679,0.01,0.259914526,0.309248874,0.207069248,0.072,0.194848995,0.233277828,0.409196327,0.01,0.404113593,0.745416522,0.033085511,0.072,0.285742807,0.33183968,0.522671888,0.05,0.013764387
680,0.01,0.453064672,0.674367644,0.191122905,0.072,0.497734054,0.010816656,0.416034229,0.01,0.737159445,0.519186153,0.346833103,0.072,0.025492417,0.522624646,0.267128254,0.05,0.008119088
681,0.01,0.544958646,0.38065143,0.098232801,0.072,0.121706388,0.036630706,0.326198731,0.01,0.491403289,0.399536416,0.645510685,0.072,0.489053011,0.349674657,0.00724568,0.05,0.194664304
682,0.01,0.330219381,0.446790412,0.512773676,0.072,0.198934397,0.520911951,0.076097724,0.01,0.530494328,0.003444068,0.730474373,0.072,0.063902348,0.053894243,0.189148336,0.05,0.10459856
683,0.01,0.169297057,0.462246112,0.349902137,0.072,0.019411735,0.181562371,0.460325895,0.01,0.544864213,0.572647974,0.55151237,0.072,0.176632676,0.056609108,0.154761361,0.05,0.232899884
684,0.01,0.77457193,0.390139142,0.00766328,0.072,0.079545453,0.182941767,0.328636478,0.01,0.05932398,0.745252266,0.288416102,0.072,0.518347836,0.443336384,0.429088371,0.05,0.169881482
685,0.01,0.495159215,0.504022556,0.496689896,0.072,0.314517635,0.560283162,0.415941042,0.01,0.613787647,0.689245624,0.170355413,0.072,0.047600762,0.27428404,0.291997835,0.05,0.232170898
686,0.01,0.350589028,0.45097389,0.416386041,0.072,0.021699181,0.349442061,0.470328586,0.01,0.124425433,0.46952207,0.46895233,0.072,0.09325706,0.07012731,0.556669504,0.05,0.110241368
687,0.01,0.179663166,0.13534639,0.527405354,0.072,0.346164929,0.365537606,0.049987424,0.01,0.705892321,0.307520453,0.247561831,0.072,0.262621302,0.221557525,0.490511738,0.05,0.260193073
688,0.01,0.239728041,0.682509288,0.617403272,0.072,0.528698758,0.139586177,0.327712797,0.01,0.216890222,0.651034647,0.004206111,0.072,0.320817285,0.192667549,0.183284346,0.05,0.180573771
689,0.01,0.672672715,0.481264359,0.674006653,0.072,0.15029116,0.295077054,0.255904754,0.01,0.009199471,0.439881593,0.522604216,0.072,0.336207382,0.418206983,0.324520852,0.05,0.018690071
690,0.01,0.091991964,0.471214916,0.217233562,0.072,0.045238433,0.244014358,0.314855236,0.01,0.259709331,0.569142625,0.50857878,0.072,0.189040829,0.428767596,0.368458784,0.05,0.178484706
691,0.01,0.437207884,0.008997838,0.550240675,0.072,0.213591737,0.535402315,0.46461535,0.01,0.464278631,0.199223766,0.160936741,0.072,0.193338588,0.270690592,0.16816521,0.05,0.144180259
692,0.01,0.130642636,0.772393122,0.085260398,0.072,0.529344271,0.51891231,0.298404754,0.01,0.572679115,0.344478155,0.497727316,0.072,0.193447132,0.171058323,0.328434519,0.05,0.139476309
693,0.01,0.457833732,0.226461859,0.289896687,0.072,0.047654042,0.029692979,0.14396365,0.01,0.058655019,0.08198202,0.64221344,0.072,0.02208026,0.374279507,0.154812801,0.05,0.244032791
694,0.01,0.383143905,0.241405403,0.408934759,0.072,0.216952155,0.320523005,0.065054669,0.01,0.787622497,0.336189143,0.275102205,0.072,0.403399194,0.206694863,0.473299805,0.05,0.127195803
695,0.01,0.568451146,0.084888041,0.668434157,0.072,0.417887816,0.12025513,0.082522454,0.01,0.249870955,0.771095763,0.202896944,0.072,0.259080255,0.017051488,0.225625237,0.05,0.159969604
696,0.01,0.752968444,0.408221476,0.647094788,0.072,0.310768501,0.023165888,0.1789247,0.01,0.454684111,0.750969233,0.678712984,0.072,0.129705989,0.125022383,0.114266245,0.05,0.258299691
697,0.01,0.673606261,0.612157911,0.31026074,0.072,0.28648824,0.263740431,0.143930125,0.01,0.398972156,0.024092273,0.104130195,0.072,0.503582891,0.426954108,0.240189256,0.05,0.144802101
698,0.01,0.29229912,0.585216095,0.619507872,0.072,0.433545988,0.41044346,0.116158464,0.01,0.266996284,0.371177894,0.261326463,0.072,0.428806034,0.187072802,0.078515825,0.05,0.111731327
699,0.01,0.774132402,0.178446316,0.483605341,0.072,0.245928692,0.040341954,0.277113912,0.01,0.55470982,0.405443781,0.68896379,0.072,0.164116225,0.048989529,0.531969267,0.05,0.105894978
700,0.01,0.455360386,0.62568247,0.256207794,0.072,0.406781458,0.076917907,0.165454848,0.01,0.114321403,0.640872141,0.175892896,0.072,0.407485219,0.53579349,0.299774615,0.05,0.151208174
701,0.01,0.364216519,0.257453213,0.375767474,0.072,0.342394678,0.560043213,0.53265027,0.01,0.681100837,0.702413123,0.369600855,0.072,0.373428378,0.508397899,0.223196035,0.05,0.269293494
702,0.01,0.328470989,0.474855306,0.560745723,0.072,0.539936263,0.138942044,0.423802396,0.01,0.411444313,0.212160141,0.613519403,0.072,0.313662255,0.37543313,0.183407807,0.05,0.134756707
703,0.01,0.487709858,0.319879543,0.156714306,0.072,0.5462118,0.290513563,0.41686677,0.01,0.324727283,0.280554094,0.321659796,0.072,0.232423694,0.309094306,0.308690886,0.05,0.139203068
704,0.01,0.10648077,0.391899628,0.133592081,0.072,0.071645127,0.529742767,0.343611607,0.01,0.520997146,0.317417,0.718094905,0.072,0.362344518,0.436888486,0.209343482,0.05,0.268803327
705,0.01,0.648164419,0.674619286,0.136033471,0.072,0.153907102,0.162235909,0.153876439,0.01,0.675772448,0.025188988,0.060118991,0.072,0.155583647,0.11352785,0.131696261,0.05,0.223424093
706,0.01,0.444870009,0.004558822,0.339164985,0.072,0.231678638,0.064720913,0.384048536,0.01,0.554656779,0.569505643,0.575492047,0.072,3.00E-05,0.541827017,0.46247058,0.05,0.253114875
